X_CNT	Y_CNT	X_MIN	X_MAX	Y_MIN	Y_MAX	LEHTITUNNUS	ULJ10_ID
23000	7815000	20000	26000	7812000	7818000	X2422B	26497
29000	7815000	26000	32000	7812000	7818000	X2422D	26498
35000	7815000	32000	38000	7812000	7818000	X2422F	26499
41000	7815000	38000	44000	7812000	7818000	X2422H	26500
47000	7815000	44000	50000	7812000	7818000	X2424B	26501
53000	7815000	50000	56000	7812000	7818000	X2424D	26502
59000	7815000	56000	62000	7812000	7818000	X2424F	26503
65000	7815000	62000	68000	7812000	7818000	X2424H	26504
71000	7815000	68000	74000	7812000	7818000	X2442B	26505
77000	7815000	74000	80000	7812000	7818000	X2442D	26506
83000	7815000	80000	86000	7812000	7818000	X2442F	26507
89000	7815000	86000	92000	7812000	7818000	X2442H	26508
95000	7815000	92000	98000	7812000	7818000	X2444B	26509
101000	7815000	98000	104000	7812000	7818000	X2444D	26510
107000	7815000	104000	110000	7812000	7818000	X2444F	26511
113000	7815000	110000	116000	7812000	7818000	X2444H	26512
119000	7815000	116000	122000	7812000	7818000	X3222B	26513
125000	7815000	122000	128000	7812000	7818000	X3222D	26514
131000	7815000	128000	134000	7812000	7818000	X3222F	26515
137000	7815000	134000	140000	7812000	7818000	X3222H	26516
143000	7815000	140000	146000	7812000	7818000	X3224B	26517
149000	7815000	146000	152000	7812000	7818000	X3224D	26518
155000	7815000	152000	158000	7812000	7818000	X3224F	26519
161000	7815000	158000	164000	7812000	7818000	X3224H	26520
167000	7815000	164000	170000	7812000	7818000	X3242B	26521
173000	7815000	170000	176000	7812000	7818000	X3242D	26522
179000	7815000	176000	182000	7812000	7818000	X3242F	26523
185000	7815000	182000	188000	7812000	7818000	X3242H	26524
191000	7815000	188000	194000	7812000	7818000	X3244B	26525
197000	7815000	194000	200000	7812000	7818000	X3244D	26526
203000	7815000	200000	206000	7812000	7818000	X3244F	26527
209000	7815000	206000	212000	7812000	7818000	X3244H	26528
215000	7815000	212000	218000	7812000	7818000	X3422B	26529
221000	7815000	218000	224000	7812000	7818000	X3422D	26530
227000	7815000	224000	230000	7812000	7818000	X3422F	26531
233000	7815000	230000	236000	7812000	7818000	X3422H	26532
239000	7815000	236000	242000	7812000	7818000	X3424B	26533
245000	7815000	242000	248000	7812000	7818000	X3424D	26534
251000	7815000	248000	254000	7812000	7818000	X3424F	26535
257000	7815000	254000	260000	7812000	7818000	X3424H	26536
263000	7815000	260000	266000	7812000	7818000	X3442B	26537
269000	7815000	266000	272000	7812000	7818000	X3442D	26538
275000	7815000	272000	278000	7812000	7818000	X3442F	26539
281000	7815000	278000	284000	7812000	7818000	X3442H	26540
287000	7815000	284000	290000	7812000	7818000	X3444B	26541
293000	7815000	290000	296000	7812000	7818000	X3444D	26542
299000	7815000	296000	302000	7812000	7818000	X3444F	26543
305000	7815000	302000	308000	7812000	7818000	X3444H	26544
311000	7815000	308000	314000	7812000	7818000	X4222B	26545
317000	7815000	314000	320000	7812000	7818000	X4222D	26546
323000	7815000	320000	326000	7812000	7818000	X4222F	26547
329000	7815000	326000	332000	7812000	7818000	X4222H	26548
335000	7815000	332000	338000	7812000	7818000	X4224B	26549
341000	7815000	338000	344000	7812000	7818000	X4224D	26550
347000	7815000	344000	350000	7812000	7818000	X4224F	26551
353000	7815000	350000	356000	7812000	7818000	X4224H	26552
359000	7815000	356000	362000	7812000	7818000	X4242B	26553
365000	7815000	362000	368000	7812000	7818000	X4242D	26554
371000	7815000	368000	374000	7812000	7818000	X4242F	26555
377000	7815000	374000	380000	7812000	7818000	X4242H	26556
383000	7815000	380000	386000	7812000	7818000	X4244B	26557
389000	7815000	386000	392000	7812000	7818000	X4244D	26558
395000	7815000	392000	398000	7812000	7818000	X4244F	26559
401000	7815000	398000	404000	7812000	7818000	X4244H	26560
407000	7815000	404000	410000	7812000	7818000	X4422B	26561
413000	7815000	410000	416000	7812000	7818000	X4422D	26562
419000	7815000	416000	422000	7812000	7818000	X4422F	26563
425000	7815000	422000	428000	7812000	7818000	X4422H	26564
431000	7815000	428000	434000	7812000	7818000	X4424B	26565
437000	7815000	434000	440000	7812000	7818000	X4424D	26566
443000	7815000	440000	446000	7812000	7818000	X4424F	26567
449000	7815000	446000	452000	7812000	7818000	X4424H	26568
455000	7815000	452000	458000	7812000	7818000	X4442B	26569
461000	7815000	458000	464000	7812000	7818000	X4442D	26570
467000	7815000	464000	470000	7812000	7818000	X4442F	26571
473000	7815000	470000	476000	7812000	7818000	X4442H	26572
479000	7815000	476000	482000	7812000	7818000	X4444B	26573
485000	7815000	482000	488000	7812000	7818000	X4444D	26574
491000	7815000	488000	494000	7812000	7818000	X4444F	26575
497000	7815000	494000	500000	7812000	7818000	X4444H	26576
503000	7815000	500000	506000	7812000	7818000	X5222B	26577
509000	7815000	506000	512000	7812000	7818000	X5222D	26578
515000	7815000	512000	518000	7812000	7818000	X5222F	26579
521000	7815000	518000	524000	7812000	7818000	X5222H	26580
527000	7815000	524000	530000	7812000	7818000	X5224B	26581
533000	7815000	530000	536000	7812000	7818000	X5224D	26582
539000	7815000	536000	542000	7812000	7818000	X5224F	26583
545000	7815000	542000	548000	7812000	7818000	X5224H	26584
551000	7815000	548000	554000	7812000	7818000	X5242B	26585
557000	7815000	554000	560000	7812000	7818000	X5242D	26586
563000	7815000	560000	566000	7812000	7818000	X5242F	26587
569000	7815000	566000	572000	7812000	7818000	X5242H	26588
575000	7815000	572000	578000	7812000	7818000	X5244B	26589
581000	7815000	578000	584000	7812000	7818000	X5244D	26590
587000	7815000	584000	590000	7812000	7818000	X5244F	26591
593000	7815000	590000	596000	7812000	7818000	X5244H	26592
599000	7815000	596000	602000	7812000	7818000	X5422B	26593
605000	7815000	602000	608000	7812000	7818000	X5422D	26594
611000	7815000	608000	614000	7812000	7818000	X5422F	26595
617000	7815000	614000	620000	7812000	7818000	X5422H	26596
623000	7815000	620000	626000	7812000	7818000	X5424B	26597
629000	7815000	626000	632000	7812000	7818000	X5424D	26598
635000	7815000	632000	638000	7812000	7818000	X5424F	26599
641000	7815000	638000	644000	7812000	7818000	X5424H	26600
647000	7815000	644000	650000	7812000	7818000	X5442B	26601
653000	7815000	650000	656000	7812000	7818000	X5442D	26602
659000	7815000	656000	662000	7812000	7818000	X5442F	26603
665000	7815000	662000	668000	7812000	7818000	X5442H	26604
671000	7815000	668000	674000	7812000	7818000	X5444B	26605
677000	7815000	674000	680000	7812000	7818000	X5444D	26606
683000	7815000	680000	686000	7812000	7818000	X5444F	26607
689000	7815000	686000	692000	7812000	7818000	X5444H	26608
695000	7815000	692000	698000	7812000	7818000	X6222B	26609
701000	7815000	698000	704000	7812000	7818000	X6222D	26610
707000	7815000	704000	710000	7812000	7818000	X6222F	26611
713000	7815000	710000	716000	7812000	7818000	X6222H	26612
719000	7815000	716000	722000	7812000	7818000	X6224B	26613
725000	7815000	722000	728000	7812000	7818000	X6224D	26614
731000	7815000	728000	734000	7812000	7818000	X6224F	26615
737000	7815000	734000	740000	7812000	7818000	X6224H	26616
743000	7815000	740000	746000	7812000	7818000	X6242B	26617
749000	7815000	746000	752000	7812000	7818000	X6242D	26618
755000	7815000	752000	758000	7812000	7818000	X6242F	26619
761000	7815000	758000	764000	7812000	7818000	X6242H	26620
767000	7815000	764000	770000	7812000	7818000	X6244B	26621
773000	7815000	770000	776000	7812000	7818000	X6244D	26622
779000	7815000	776000	782000	7812000	7818000	X6244F	26623
785000	7815000	782000	788000	7812000	7818000	X6244H	26624
23000	7809000	20000	26000	7806000	7812000	X2422A	26369
29000	7809000	26000	32000	7806000	7812000	X2422C	26370
35000	7809000	32000	38000	7806000	7812000	X2422E	26371
41000	7809000	38000	44000	7806000	7812000	X2422G	26372
47000	7809000	44000	50000	7806000	7812000	X2424A	26373
53000	7809000	50000	56000	7806000	7812000	X2424C	26374
59000	7809000	56000	62000	7806000	7812000	X2424E	26375
65000	7809000	62000	68000	7806000	7812000	X2424G	26376
71000	7809000	68000	74000	7806000	7812000	X2442A	26377
77000	7809000	74000	80000	7806000	7812000	X2442C	26378
83000	7809000	80000	86000	7806000	7812000	X2442E	26379
89000	7809000	86000	92000	7806000	7812000	X2442G	26380
95000	7809000	92000	98000	7806000	7812000	X2444A	26381
101000	7809000	98000	104000	7806000	7812000	X2444C	26382
107000	7809000	104000	110000	7806000	7812000	X2444E	26383
113000	7809000	110000	116000	7806000	7812000	X2444G	26384
119000	7809000	116000	122000	7806000	7812000	X3222A	26385
125000	7809000	122000	128000	7806000	7812000	X3222C	26386
131000	7809000	128000	134000	7806000	7812000	X3222E	26387
137000	7809000	134000	140000	7806000	7812000	X3222G	26388
143000	7809000	140000	146000	7806000	7812000	X3224A	26389
149000	7809000	146000	152000	7806000	7812000	X3224C	26390
155000	7809000	152000	158000	7806000	7812000	X3224E	26391
161000	7809000	158000	164000	7806000	7812000	X3224G	26392
167000	7809000	164000	170000	7806000	7812000	X3242A	26393
173000	7809000	170000	176000	7806000	7812000	X3242C	26394
179000	7809000	176000	182000	7806000	7812000	X3242E	26395
185000	7809000	182000	188000	7806000	7812000	X3242G	26396
191000	7809000	188000	194000	7806000	7812000	X3244A	26397
197000	7809000	194000	200000	7806000	7812000	X3244C	26398
203000	7809000	200000	206000	7806000	7812000	X3244E	26399
209000	7809000	206000	212000	7806000	7812000	X3244G	26400
215000	7809000	212000	218000	7806000	7812000	X3422A	26401
221000	7809000	218000	224000	7806000	7812000	X3422C	26402
227000	7809000	224000	230000	7806000	7812000	X3422E	26403
233000	7809000	230000	236000	7806000	7812000	X3422G	26404
239000	7809000	236000	242000	7806000	7812000	X3424A	26405
245000	7809000	242000	248000	7806000	7812000	X3424C	26406
251000	7809000	248000	254000	7806000	7812000	X3424E	26407
257000	7809000	254000	260000	7806000	7812000	X3424G	26408
263000	7809000	260000	266000	7806000	7812000	X3442A	26409
269000	7809000	266000	272000	7806000	7812000	X3442C	26410
275000	7809000	272000	278000	7806000	7812000	X3442E	26411
281000	7809000	278000	284000	7806000	7812000	X3442G	26412
287000	7809000	284000	290000	7806000	7812000	X3444A	26413
293000	7809000	290000	296000	7806000	7812000	X3444C	26414
299000	7809000	296000	302000	7806000	7812000	X3444E	26415
305000	7809000	302000	308000	7806000	7812000	X3444G	26416
311000	7809000	308000	314000	7806000	7812000	X4222A	26417
317000	7809000	314000	320000	7806000	7812000	X4222C	26418
323000	7809000	320000	326000	7806000	7812000	X4222E	26419
329000	7809000	326000	332000	7806000	7812000	X4222G	26420
335000	7809000	332000	338000	7806000	7812000	X4224A	26421
341000	7809000	338000	344000	7806000	7812000	X4224C	26422
347000	7809000	344000	350000	7806000	7812000	X4224E	26423
353000	7809000	350000	356000	7806000	7812000	X4224G	26424
359000	7809000	356000	362000	7806000	7812000	X4242A	26425
365000	7809000	362000	368000	7806000	7812000	X4242C	26426
371000	7809000	368000	374000	7806000	7812000	X4242E	26427
377000	7809000	374000	380000	7806000	7812000	X4242G	26428
383000	7809000	380000	386000	7806000	7812000	X4244A	26429
389000	7809000	386000	392000	7806000	7812000	X4244C	26430
395000	7809000	392000	398000	7806000	7812000	X4244E	26431
401000	7809000	398000	404000	7806000	7812000	X4244G	26432
407000	7809000	404000	410000	7806000	7812000	X4422A	26433
413000	7809000	410000	416000	7806000	7812000	X4422C	26434
419000	7809000	416000	422000	7806000	7812000	X4422E	26435
425000	7809000	422000	428000	7806000	7812000	X4422G	26436
431000	7809000	428000	434000	7806000	7812000	X4424A	26437
437000	7809000	434000	440000	7806000	7812000	X4424C	26438
443000	7809000	440000	446000	7806000	7812000	X4424E	26439
449000	7809000	446000	452000	7806000	7812000	X4424G	26440
455000	7809000	452000	458000	7806000	7812000	X4442A	26441
461000	7809000	458000	464000	7806000	7812000	X4442C	26442
467000	7809000	464000	470000	7806000	7812000	X4442E	26443
473000	7809000	470000	476000	7806000	7812000	X4442G	26444
479000	7809000	476000	482000	7806000	7812000	X4444A	26445
485000	7809000	482000	488000	7806000	7812000	X4444C	26446
491000	7809000	488000	494000	7806000	7812000	X4444E	26447
497000	7809000	494000	500000	7806000	7812000	X4444G	26448
503000	7809000	500000	506000	7806000	7812000	X5222A	26449
509000	7809000	506000	512000	7806000	7812000	X5222C	26450
515000	7809000	512000	518000	7806000	7812000	X5222E	26451
521000	7809000	518000	524000	7806000	7812000	X5222G	26452
527000	7809000	524000	530000	7806000	7812000	X5224A	26453
533000	7809000	530000	536000	7806000	7812000	X5224C	26454
539000	7809000	536000	542000	7806000	7812000	X5224E	26455
545000	7809000	542000	548000	7806000	7812000	X5224G	26456
551000	7809000	548000	554000	7806000	7812000	X5242A	26457
557000	7809000	554000	560000	7806000	7812000	X5242C	26458
563000	7809000	560000	566000	7806000	7812000	X5242E	26459
569000	7809000	566000	572000	7806000	7812000	X5242G	26460
575000	7809000	572000	578000	7806000	7812000	X5244A	26461
581000	7809000	578000	584000	7806000	7812000	X5244C	26462
587000	7809000	584000	590000	7806000	7812000	X5244E	26463
593000	7809000	590000	596000	7806000	7812000	X5244G	26464
599000	7809000	596000	602000	7806000	7812000	X5422A	26465
605000	7809000	602000	608000	7806000	7812000	X5422C	26466
611000	7809000	608000	614000	7806000	7812000	X5422E	26467
617000	7809000	614000	620000	7806000	7812000	X5422G	26468
623000	7809000	620000	626000	7806000	7812000	X5424A	26469
629000	7809000	626000	632000	7806000	7812000	X5424C	26470
635000	7809000	632000	638000	7806000	7812000	X5424E	26471
641000	7809000	638000	644000	7806000	7812000	X5424G	26472
647000	7809000	644000	650000	7806000	7812000	X5442A	26473
653000	7809000	650000	656000	7806000	7812000	X5442C	26474
659000	7809000	656000	662000	7806000	7812000	X5442E	26475
665000	7809000	662000	668000	7806000	7812000	X5442G	26476
671000	7809000	668000	674000	7806000	7812000	X5444A	26477
677000	7809000	674000	680000	7806000	7812000	X5444C	26478
683000	7809000	680000	686000	7806000	7812000	X5444E	26479
689000	7809000	686000	692000	7806000	7812000	X5444G	26480
695000	7809000	692000	698000	7806000	7812000	X6222A	26481
701000	7809000	698000	704000	7806000	7812000	X6222C	26482
707000	7809000	704000	710000	7806000	7812000	X6222E	26483
713000	7809000	710000	716000	7806000	7812000	X6222G	26484
719000	7809000	716000	722000	7806000	7812000	X6224A	26485
725000	7809000	722000	728000	7806000	7812000	X6224C	26486
731000	7809000	728000	734000	7806000	7812000	X6224E	26487
737000	7809000	734000	740000	7806000	7812000	X6224G	26488
743000	7809000	740000	746000	7806000	7812000	X6242A	26489
749000	7809000	746000	752000	7806000	7812000	X6242C	26490
755000	7809000	752000	758000	7806000	7812000	X6242E	26491
761000	7809000	758000	764000	7806000	7812000	X6242G	26492
767000	7809000	764000	770000	7806000	7812000	X6244A	26493
773000	7809000	770000	776000	7806000	7812000	X6244C	26494
779000	7809000	776000	782000	7806000	7812000	X6244E	26495
785000	7809000	782000	788000	7806000	7812000	X6244G	26496
23000	7803000	20000	26000	7800000	7806000	X2421B	26241
29000	7803000	26000	32000	7800000	7806000	X2421D	26242
35000	7803000	32000	38000	7800000	7806000	X2421F	26243
41000	7803000	38000	44000	7800000	7806000	X2421H	26244
47000	7803000	44000	50000	7800000	7806000	X2423B	26245
53000	7803000	50000	56000	7800000	7806000	X2423D	26246
59000	7803000	56000	62000	7800000	7806000	X2423F	26247
65000	7803000	62000	68000	7800000	7806000	X2423H	26248
71000	7803000	68000	74000	7800000	7806000	X2441B	26249
77000	7803000	74000	80000	7800000	7806000	X2441D	26250
83000	7803000	80000	86000	7800000	7806000	X2441F	26251
89000	7803000	86000	92000	7800000	7806000	X2441H	26252
95000	7803000	92000	98000	7800000	7806000	X2443B	26253
101000	7803000	98000	104000	7800000	7806000	X2443D	26254
107000	7803000	104000	110000	7800000	7806000	X2443F	26255
113000	7803000	110000	116000	7800000	7806000	X2443H	26256
119000	7803000	116000	122000	7800000	7806000	X3221B	26257
125000	7803000	122000	128000	7800000	7806000	X3221D	26258
131000	7803000	128000	134000	7800000	7806000	X3221F	26259
137000	7803000	134000	140000	7800000	7806000	X3221H	26260
143000	7803000	140000	146000	7800000	7806000	X3223B	26261
149000	7803000	146000	152000	7800000	7806000	X3223D	26262
155000	7803000	152000	158000	7800000	7806000	X3223F	26263
161000	7803000	158000	164000	7800000	7806000	X3223H	26264
167000	7803000	164000	170000	7800000	7806000	X3241B	26265
173000	7803000	170000	176000	7800000	7806000	X3241D	26266
179000	7803000	176000	182000	7800000	7806000	X3241F	26267
185000	7803000	182000	188000	7800000	7806000	X3241H	26268
191000	7803000	188000	194000	7800000	7806000	X3243B	26269
197000	7803000	194000	200000	7800000	7806000	X3243D	26270
203000	7803000	200000	206000	7800000	7806000	X3243F	26271
209000	7803000	206000	212000	7800000	7806000	X3243H	26272
215000	7803000	212000	218000	7800000	7806000	X3421B	26273
221000	7803000	218000	224000	7800000	7806000	X3421D	26274
227000	7803000	224000	230000	7800000	7806000	X3421F	26275
233000	7803000	230000	236000	7800000	7806000	X3421H	26276
239000	7803000	236000	242000	7800000	7806000	X3423B	26277
245000	7803000	242000	248000	7800000	7806000	X3423D	26278
251000	7803000	248000	254000	7800000	7806000	X3423F	26279
257000	7803000	254000	260000	7800000	7806000	X3423H	26280
263000	7803000	260000	266000	7800000	7806000	X3441B	26281
269000	7803000	266000	272000	7800000	7806000	X3441D	26282
275000	7803000	272000	278000	7800000	7806000	X3441F	26283
281000	7803000	278000	284000	7800000	7806000	X3441H	26284
287000	7803000	284000	290000	7800000	7806000	X3443B	26285
293000	7803000	290000	296000	7800000	7806000	X3443D	26286
299000	7803000	296000	302000	7800000	7806000	X3443F	26287
305000	7803000	302000	308000	7800000	7806000	X3443H	26288
311000	7803000	308000	314000	7800000	7806000	X4221B	26289
317000	7803000	314000	320000	7800000	7806000	X4221D	26290
323000	7803000	320000	326000	7800000	7806000	X4221F	26291
329000	7803000	326000	332000	7800000	7806000	X4221H	26292
335000	7803000	332000	338000	7800000	7806000	X4223B	26293
341000	7803000	338000	344000	7800000	7806000	X4223D	26294
347000	7803000	344000	350000	7800000	7806000	X4223F	26295
353000	7803000	350000	356000	7800000	7806000	X4223H	26296
359000	7803000	356000	362000	7800000	7806000	X4241B	26297
365000	7803000	362000	368000	7800000	7806000	X4241D	26298
371000	7803000	368000	374000	7800000	7806000	X4241F	26299
377000	7803000	374000	380000	7800000	7806000	X4241H	26300
383000	7803000	380000	386000	7800000	7806000	X4243B	26301
389000	7803000	386000	392000	7800000	7806000	X4243D	26302
395000	7803000	392000	398000	7800000	7806000	X4243F	26303
401000	7803000	398000	404000	7800000	7806000	X4243H	26304
407000	7803000	404000	410000	7800000	7806000	X4421B	26305
413000	7803000	410000	416000	7800000	7806000	X4421D	26306
419000	7803000	416000	422000	7800000	7806000	X4421F	26307
425000	7803000	422000	428000	7800000	7806000	X4421H	26308
431000	7803000	428000	434000	7800000	7806000	X4423B	26309
437000	7803000	434000	440000	7800000	7806000	X4423D	26310
443000	7803000	440000	446000	7800000	7806000	X4423F	26311
449000	7803000	446000	452000	7800000	7806000	X4423H	26312
455000	7803000	452000	458000	7800000	7806000	X4441B	26313
461000	7803000	458000	464000	7800000	7806000	X4441D	26314
467000	7803000	464000	470000	7800000	7806000	X4441F	26315
473000	7803000	470000	476000	7800000	7806000	X4441H	26316
479000	7803000	476000	482000	7800000	7806000	X4443B	26317
485000	7803000	482000	488000	7800000	7806000	X4443D	26318
491000	7803000	488000	494000	7800000	7806000	X4443F	26319
497000	7803000	494000	500000	7800000	7806000	X4443H	26320
503000	7803000	500000	506000	7800000	7806000	X5221B	26321
509000	7803000	506000	512000	7800000	7806000	X5221D	26322
515000	7803000	512000	518000	7800000	7806000	X5221F	26323
521000	7803000	518000	524000	7800000	7806000	X5221H	26324
527000	7803000	524000	530000	7800000	7806000	X5223B	26325
533000	7803000	530000	536000	7800000	7806000	X5223D	26326
539000	7803000	536000	542000	7800000	7806000	X5223F	26327
545000	7803000	542000	548000	7800000	7806000	X5223H	26328
551000	7803000	548000	554000	7800000	7806000	X5241B	26329
557000	7803000	554000	560000	7800000	7806000	X5241D	26330
563000	7803000	560000	566000	7800000	7806000	X5241F	26331
569000	7803000	566000	572000	7800000	7806000	X5241H	26332
575000	7803000	572000	578000	7800000	7806000	X5243B	26333
581000	7803000	578000	584000	7800000	7806000	X5243D	26334
587000	7803000	584000	590000	7800000	7806000	X5243F	26335
593000	7803000	590000	596000	7800000	7806000	X5243H	26336
599000	7803000	596000	602000	7800000	7806000	X5421B	26337
605000	7803000	602000	608000	7800000	7806000	X5421D	26338
611000	7803000	608000	614000	7800000	7806000	X5421F	26339
617000	7803000	614000	620000	7800000	7806000	X5421H	26340
623000	7803000	620000	626000	7800000	7806000	X5423B	26341
629000	7803000	626000	632000	7800000	7806000	X5423D	26342
635000	7803000	632000	638000	7800000	7806000	X5423F	26343
641000	7803000	638000	644000	7800000	7806000	X5423H	26344
647000	7803000	644000	650000	7800000	7806000	X5441B	26345
653000	7803000	650000	656000	7800000	7806000	X5441D	26346
659000	7803000	656000	662000	7800000	7806000	X5441F	26347
665000	7803000	662000	668000	7800000	7806000	X5441H	26348
671000	7803000	668000	674000	7800000	7806000	X5443B	26349
677000	7803000	674000	680000	7800000	7806000	X5443D	26350
683000	7803000	680000	686000	7800000	7806000	X5443F	26351
689000	7803000	686000	692000	7800000	7806000	X5443H	26352
695000	7803000	692000	698000	7800000	7806000	X6221B	26353
701000	7803000	698000	704000	7800000	7806000	X6221D	26354
707000	7803000	704000	710000	7800000	7806000	X6221F	26355
713000	7803000	710000	716000	7800000	7806000	X6221H	26356
719000	7803000	716000	722000	7800000	7806000	X6223B	26357
725000	7803000	722000	728000	7800000	7806000	X6223D	26358
731000	7803000	728000	734000	7800000	7806000	X6223F	26359
737000	7803000	734000	740000	7800000	7806000	X6223H	26360
743000	7803000	740000	746000	7800000	7806000	X6241B	26361
749000	7803000	746000	752000	7800000	7806000	X6241D	26362
755000	7803000	752000	758000	7800000	7806000	X6241F	26363
761000	7803000	758000	764000	7800000	7806000	X6241H	26364
767000	7803000	764000	770000	7800000	7806000	X6243B	26365
773000	7803000	770000	776000	7800000	7806000	X6243D	26366
779000	7803000	776000	782000	7800000	7806000	X6243F	26367
785000	7803000	782000	788000	7800000	7806000	X6243H	26368
23000	7797000	20000	26000	7794000	7800000	X2421A	26113
29000	7797000	26000	32000	7794000	7800000	X2421C	26114
35000	7797000	32000	38000	7794000	7800000	X2421E	26115
41000	7797000	38000	44000	7794000	7800000	X2421G	26116
47000	7797000	44000	50000	7794000	7800000	X2423A	26117
53000	7797000	50000	56000	7794000	7800000	X2423C	26118
59000	7797000	56000	62000	7794000	7800000	X2423E	26119
65000	7797000	62000	68000	7794000	7800000	X2423G	26120
71000	7797000	68000	74000	7794000	7800000	X2441A	26121
77000	7797000	74000	80000	7794000	7800000	X2441C	26122
83000	7797000	80000	86000	7794000	7800000	X2441E	26123
89000	7797000	86000	92000	7794000	7800000	X2441G	26124
95000	7797000	92000	98000	7794000	7800000	X2443A	26125
101000	7797000	98000	104000	7794000	7800000	X2443C	26126
107000	7797000	104000	110000	7794000	7800000	X2443E	26127
113000	7797000	110000	116000	7794000	7800000	X2443G	26128
119000	7797000	116000	122000	7794000	7800000	X3221A	26129
125000	7797000	122000	128000	7794000	7800000	X3221C	26130
131000	7797000	128000	134000	7794000	7800000	X3221E	26131
137000	7797000	134000	140000	7794000	7800000	X3221G	26132
143000	7797000	140000	146000	7794000	7800000	X3223A	26133
149000	7797000	146000	152000	7794000	7800000	X3223C	26134
155000	7797000	152000	158000	7794000	7800000	X3223E	26135
161000	7797000	158000	164000	7794000	7800000	X3223G	26136
167000	7797000	164000	170000	7794000	7800000	X3241A	26137
173000	7797000	170000	176000	7794000	7800000	X3241C	26138
179000	7797000	176000	182000	7794000	7800000	X3241E	26139
185000	7797000	182000	188000	7794000	7800000	X3241G	26140
191000	7797000	188000	194000	7794000	7800000	X3243A	26141
197000	7797000	194000	200000	7794000	7800000	X3243C	26142
203000	7797000	200000	206000	7794000	7800000	X3243E	26143
209000	7797000	206000	212000	7794000	7800000	X3243G	26144
215000	7797000	212000	218000	7794000	7800000	X3421A	26145
221000	7797000	218000	224000	7794000	7800000	X3421C	26146
227000	7797000	224000	230000	7794000	7800000	X3421E	26147
233000	7797000	230000	236000	7794000	7800000	X3421G	26148
239000	7797000	236000	242000	7794000	7800000	X3423A	26149
245000	7797000	242000	248000	7794000	7800000	X3423C	26150
251000	7797000	248000	254000	7794000	7800000	X3423E	26151
257000	7797000	254000	260000	7794000	7800000	X3423G	26152
263000	7797000	260000	266000	7794000	7800000	X3441A	26153
269000	7797000	266000	272000	7794000	7800000	X3441C	26154
275000	7797000	272000	278000	7794000	7800000	X3441E	26155
281000	7797000	278000	284000	7794000	7800000	X3441G	26156
287000	7797000	284000	290000	7794000	7800000	X3443A	26157
293000	7797000	290000	296000	7794000	7800000	X3443C	26158
299000	7797000	296000	302000	7794000	7800000	X3443E	26159
305000	7797000	302000	308000	7794000	7800000	X3443G	26160
311000	7797000	308000	314000	7794000	7800000	X4221A	26161
317000	7797000	314000	320000	7794000	7800000	X4221C	26162
323000	7797000	320000	326000	7794000	7800000	X4221E	26163
329000	7797000	326000	332000	7794000	7800000	X4221G	26164
335000	7797000	332000	338000	7794000	7800000	X4223A	26165
341000	7797000	338000	344000	7794000	7800000	X4223C	26166
347000	7797000	344000	350000	7794000	7800000	X4223E	26167
353000	7797000	350000	356000	7794000	7800000	X4223G	26168
359000	7797000	356000	362000	7794000	7800000	X4241A	26169
365000	7797000	362000	368000	7794000	7800000	X4241C	26170
371000	7797000	368000	374000	7794000	7800000	X4241E	26171
377000	7797000	374000	380000	7794000	7800000	X4241G	26172
383000	7797000	380000	386000	7794000	7800000	X4243A	26173
389000	7797000	386000	392000	7794000	7800000	X4243C	26174
395000	7797000	392000	398000	7794000	7800000	X4243E	26175
401000	7797000	398000	404000	7794000	7800000	X4243G	26176
407000	7797000	404000	410000	7794000	7800000	X4421A	26177
413000	7797000	410000	416000	7794000	7800000	X4421C	26178
419000	7797000	416000	422000	7794000	7800000	X4421E	26179
425000	7797000	422000	428000	7794000	7800000	X4421G	26180
431000	7797000	428000	434000	7794000	7800000	X4423A	26181
437000	7797000	434000	440000	7794000	7800000	X4423C	26182
443000	7797000	440000	446000	7794000	7800000	X4423E	26183
449000	7797000	446000	452000	7794000	7800000	X4423G	26184
455000	7797000	452000	458000	7794000	7800000	X4441A	26185
461000	7797000	458000	464000	7794000	7800000	X4441C	26186
467000	7797000	464000	470000	7794000	7800000	X4441E	26187
473000	7797000	470000	476000	7794000	7800000	X4441G	26188
479000	7797000	476000	482000	7794000	7800000	X4443A	26189
485000	7797000	482000	488000	7794000	7800000	X4443C	26190
491000	7797000	488000	494000	7794000	7800000	X4443E	26191
497000	7797000	494000	500000	7794000	7800000	X4443G	26192
503000	7797000	500000	506000	7794000	7800000	X5221A	26193
509000	7797000	506000	512000	7794000	7800000	X5221C	26194
515000	7797000	512000	518000	7794000	7800000	X5221E	26195
521000	7797000	518000	524000	7794000	7800000	X5221G	26196
527000	7797000	524000	530000	7794000	7800000	X5223A	26197
533000	7797000	530000	536000	7794000	7800000	X5223C	26198
539000	7797000	536000	542000	7794000	7800000	X5223E	26199
545000	7797000	542000	548000	7794000	7800000	X5223G	26200
551000	7797000	548000	554000	7794000	7800000	X5241A	26201
557000	7797000	554000	560000	7794000	7800000	X5241C	26202
563000	7797000	560000	566000	7794000	7800000	X5241E	26203
569000	7797000	566000	572000	7794000	7800000	X5241G	26204
575000	7797000	572000	578000	7794000	7800000	X5243A	26205
581000	7797000	578000	584000	7794000	7800000	X5243C	26206
587000	7797000	584000	590000	7794000	7800000	X5243E	26207
593000	7797000	590000	596000	7794000	7800000	X5243G	26208
